county,year_month,organism,drug,n_tested,n_susceptible,pct_susceptible
Washington,2024-11,MRSA,Linezolid,12,12,100.0
Washington,2024-11,MRSA,TMP-SMX,12,11,91.7
Washington,2024-11,MRSA,Vancomycin,12,12,100.0
Washington,2024-11,Pseudomonas aeruginosa,Cefepime,22,19,86.4
Washington,2024-11,Pseudomonas aeruginosa,Ceftazidime,22,19,86.4
Washington,2024-11,Pseudomonas aeruginosa,Ciprofloxacin,22,15,68.2
Washington,2024-11,Pseudomonas aeruginosa,Meropenem,22,15,68.2
Washington,2024-11,Pseudomonas aeruginosa,Piperacillin-Tazobactam,22,17,77.3
Washington,2024-11,Staphylococcus aureus,Cephalexin,35,32,91.4
Washington,2024-11,Staphylococcus aureus,Clindamycin,35,30,85.7
Washington,2024-11,Staphylococcus aureus,Doxycycline,35,33,94.3
Washington,2024-11,Staphylococcus aureus,Oxacillin,35,33,94.3
Washington,2024-11,Staphylococcus aureus,TMP-SMX,35,34,97.1
Washington,2024-11,Staphylococcus aureus,Vancomycin,35,34,97.1
Washington,2024-11,Streptococcus pneumoniae,Amoxicillin,11,10,90.9
Washington,2024-11,Streptococcus pneumoniae,Azithromycin,11,4,36.4
Washington,2024-11,Streptococcus pneumoniae,Ceftriaxone,11,10,90.9
Washington,2024-11,Streptococcus pneumoniae,Doxycycline,11,6,54.5
Washington,2024-11,Streptococcus pneumoniae,Levofloxacin,11,11,100.0
Washington,2024-11,Streptococcus pneumoniae,Penicillin,11,7,63.6
Washington,2024-12,Enterococcus species,Ampicillin,19,14,73.7
Washington,2024-12,Enterococcus species,Linezolid,19,18,94.7
Washington,2024-12,Enterococcus species,Nitrofurantoin,19,14,73.7
Washington,2024-12,Enterococcus species,Vancomycin,19,15,78.9
Washington,2024-12,Escherichia coli,Amoxicillin-Clavulanate,101,68,67.3
Washington,2024-12,Escherichia coli,Ampicillin,101,44,43.6
Washington,2024-12,Escherichia coli,Ceftriaxone,101,88,87.1
Washington,2024-12,Escherichia coli,Ciprofloxacin,101,70,69.3
Washington,2024-12,Escherichia coli,Fosfomycin,101,94,93.1
Washington,2024-12,Escherichia coli,Nitrofurantoin,101,95,94.1
Washington,2024-12,Escherichia coli,TMP-SMX,101,71,70.3
Washington,2024-12,Haemophilus influenzae,Amoxicillin,5,5,100.0
Washington,2024-12,Haemophilus influenzae,Amoxicillin-Clavulanate,5,5,100.0
Washington,2024-12,Haemophilus influenzae,Azithromycin,5,4,80.0
Washington,2024-12,Haemophilus influenzae,Ceftriaxone,5,4,80.0
Washington,2024-12,Haemophilus influenzae,Doxycycline,5,4,80.0
Washington,2024-12,Klebsiella pneumoniae,Amoxicillin-Clavulanate,33,21,63.6
Washington,2024-12,Klebsiella pneumoniae,Ceftriaxone,33,23,69.7
Washington,2024-12,Klebsiella pneumoniae,Ciprofloxacin,33,28,84.8
Washington,2024-12,Klebsiella pneumoniae,Ertapenem,33,30,90.9
Washington,2024-12,Klebsiella pneumoniae,Nitrofurantoin,33,8,24.2
Washington,2024-12,MRSA,Clindamycin,10,8,80.0
Washington,2024-12,MRSA,Doxycycline,10,8,80.0
Washington,2024-12,MRSA,Linezolid,10,10,100.0
Washington,2024-12,MRSA,TMP-SMX,10,7,70.0
Washington,2024-12,MRSA,Vancomycin,10,10,100.0
Washington,2024-12,Pseudomonas aeruginosa,Cefepime,31,21,67.7
Washington,2024-12,Pseudomonas aeruginosa,Ceftazidime,31,29,93.5
Washington,2024-12,Pseudomonas aeruginosa,Ciprofloxacin,31,25,80.6
Washington,2024-12,Pseudomonas aeruginosa,Meropenem,31,21,67.7
Washington,2024-12,Pseudomonas aeruginosa,Piperacillin-Tazobactam,31,22,71.0
Washington,2024-12,Staphylococcus aureus,Cephalexin,49,47,95.9
Washington,2024-12,Staphylococcus aureus,Clindamycin,49,44,89.8
Washington,2024-12,Staphylococcus aureus,Doxycycline,49,48,98.0
Washington,2024-12,Staphylococcus aureus,Oxacillin,49,49,100.0
Washington,2024-12,Staphylococcus aureus,TMP-SMX,49,40,81.6
Washington,2024-12,Staphylococcus aureus,Vancomycin,49,47,95.9
Washington,2024-12,Streptococcus pneumoniae,Amoxicillin,13,11,84.6
Washington,2024-12,Streptococcus pneumoniae,Azithromycin,13,6,46.2
Washington,2024-12,Streptococcus pneumoniae,Ceftriaxone,13,11,84.6
Washington,2024-12,Streptococcus pneumoniae,Doxycycline,13,11,84.6
Washington,2024-12,Streptococcus pneumoniae,Levofloxacin,13,11,84.6
Washington,2024-12,Streptococcus pneumoniae,Penicillin,13,11,84.6
Washington,2025-01,Enterococcus species,Ampicillin,21,16,76.2
Washington,2025-01,Enterococcus species,Linezolid,21,20,95.2
Washington,2025-01,Enterococcus species,Nitrofurantoin,21,13,61.9
Washington,2025-01,Enterococcus species,Vancomycin,21,20,95.2
Washington,2025-01,Escherichia coli,Amoxicillin-Clavulanate,108,67,62.0
Washington,2025-01,Escherichia coli,Ampicillin,108,45,41.7
Washington,2025-01,Escherichia coli,Ceftriaxone,108,93,86.1
Washington,2025-01,Escherichia coli,Ciprofloxacin,108,79,73.1
Washington,2025-01,Escherichia coli,Fosfomycin,108,100,92.6
Washington,2025-01,Escherichia coli,Nitrofurantoin,108,98,90.7
Washington,2025-01,Escherichia coli,TMP-SMX,108,73,67.6
Washington,2025-01,Haemophilus influenzae,Amoxicillin,7,5,71.4
Washington,2025-01,Haemophilus influenzae,Amoxicillin-Clavulanate,7,7,100.0
Washington,2025-01,Haemophilus influenzae,Azithromycin,7,6,85.7
Washington,2025-01,Haemophilus influenzae,Ceftriaxone,7,6,85.7
Washington,2025-01,Haemophilus influenzae,Doxycycline,7,6,85.7
Washington,2025-01,Klebsiella pneumoniae,Amoxicillin-Clavulanate,32,23,71.9
Washington,2025-01,Klebsiella pneumoniae,Ceftriaxone,32,29,90.6
Washington,2025-01,Klebsiella pneumoniae,Ciprofloxacin,32,27,84.4
Washington,2025-01,Klebsiella pneumoniae,Ertapenem,32,28,87.5
Washington,2025-01,Klebsiella pneumoniae,Nitrofurantoin,32,10,31.2
Washington,2025-01,MRSA,Clindamycin,19,13,68.4
Washington,2025-01,MRSA,Doxycycline,19,17,89.5
Washington,2025-01,MRSA,Linezolid,19,18,94.7
Washington,2025-01,MRSA,TMP-SMX,19,15,78.9
Washington,2025-01,MRSA,Vancomycin,19,18,94.7
Washington,2025-01,Pseudomonas aeruginosa,Cefepime,33,27,81.8
Washington,2025-01,Pseudomonas aeruginosa,Ceftazidime,33,27,81.8
Washington,2025-01,Pseudomonas aeruginosa,Ciprofloxacin,33,25,75.8
Washington,2025-01,Pseudomonas aeruginosa,Meropenem,33,28,84.8
Washington,2025-01,Pseudomonas aeruginosa,Piperacillin-Tazobactam,33,22,66.7
Washington,2025-01,Staphylococcus aureus,Cephalexin,22,21,95.5
Washington,2025-01,Staphylococcus aureus,Clindamycin,22,18,81.8
Washington,2025-01,Staphylococcus aureus,Doxycycline,22,20,90.9
Washington,2025-01,Staphylococcus aureus,Oxacillin,22,22,100.0
Washington,2025-01,Staphylococcus aureus,TMP-SMX,22,21,95.5
Washington,2025-01,Staphylococcus aureus,Vancomycin,22,21,95.5
Washington,2025-01,Streptococcus pneumoniae,Amoxicillin,8,7,87.5
Washington,2025-01,Streptococcus pneumoniae,Azithromycin,8,6,75.0
Washington,2025-01,Streptococcus pneumoniae,Ceftriaxone,8,7,87.5
Washington,2025-01,Streptococcus pneumoniae,Doxycycline,8,7,87.5
Washington,2025-01,Streptococcus pneumoniae,Levofloxacin,8,8,100.0
Washington,2025-01,Streptococcus pneumoniae,Penicillin,8,7,87.5
Washington,2025-02,Enterococcus species,Ampicillin,22,16,72.7
Washington,2025-02,Enterococcus species,Linezolid,22,21,95.5
Washington,2025-02,Enterococcus species,Nitrofurantoin,22,18,81.8
Washington,2025-02,Enterococcus species,Vancomycin,22,20,90.9
Washington,2025-02,Escherichia coli,Amoxicillin-Clavulanate,106,76,71.7
Washington,2025-02,Escherichia coli,Ampicillin,106,40,37.7
Washington,2025-02,Escherichia coli,Ceftriaxone,106,95,89.6
Washington,2025-02,Escherichia coli,Ciprofloxacin,106,81,76.4
Washington,2025-02,Escherichia coli,Fosfomycin,106,97,91.5
Washington,2025-02,Escherichia coli,Nitrofurantoin,106,95,89.6
Washington,2025-02,Escherichia coli,TMP-SMX,106,80,75.5
Washington,2025-02,Haemophilus influenzae,Amoxicillin,4,3,75.0
Washington,2025-02,Haemophilus influenzae,Amoxicillin-Clavulanate,4,4,100.0
Washington,2025-02,Haemophilus influenzae,Azithromycin,4,4,100.0
Washington,2025-02,Haemophilus influenzae,Ceftriaxone,4,4,100.0
Washington,2025-02,Haemophilus influenzae,Doxycycline,4,3,75.0
Washington,2025-02,Klebsiella pneumoniae,Amoxicillin-Clavulanate,25,19,76.0
Washington,2025-02,Klebsiella pneumoniae,Ceftriaxone,25,21,84.0
Washington,2025-02,Klebsiella pneumoniae,Ciprofloxacin,25,21,84.0
Washington,2025-02,Klebsiella pneumoniae,Ertapenem,25,25,100.0
Washington,2025-02,Klebsiella pneumoniae,Nitrofurantoin,25,10,40.0
Washington,2025-02,MRSA,Clindamycin,12,8,66.7
Washington,2025-02,MRSA,Doxycycline,12,12,100.0
Washington,2025-02,MRSA,Linezolid,12,12,100.0
Washington,2025-02,MRSA,TMP-SMX,12,11,91.7
Washington,2025-02,MRSA,Vancomycin,12,11,91.7
Washington,2025-02,Pseudomonas aeruginosa,Cefepime,23,19,82.6
Washington,2025-02,Pseudomonas aeruginosa,Ceftazidime,23,18,78.3
Washington,2025-02,Pseudomonas aeruginosa,Ciprofloxacin,23,19,82.6
Washington,2025-02,Pseudomonas aeruginosa,Meropenem,23,17,73.9
Washington,2025-02,Pseudomonas aeruginosa,Piperacillin-Tazobactam,23,22,95.7
Washington,2025-02,Staphylococcus aureus,Cephalexin,32,29,90.6
Washington,2025-02,Staphylococcus aureus,Clindamycin,32,29,90.6
Washington,2025-02,Staphylococcus aureus,Doxycycline,32,30,93.8
Washington,2025-02,Staphylococcus aureus,Oxacillin,32,29,90.6
Washington,2025-02,Staphylococcus aureus,TMP-SMX,32,29,90.6
Washington,2025-02,Staphylococcus aureus,Vancomycin,32,32,100.0
Washington,2025-02,Streptococcus pneumoniae,Amoxicillin,11,9,81.8
Washington,2025-02,Streptococcus pneumoniae,Azithromycin,11,6,54.5
Washington,2025-02,Streptococcus pneumoniae,Ceftriaxone,11,9,81.8
Washington,2025-02,Streptococcus pneumoniae,Doxycycline,11,11,100.0
Washington,2025-02,Streptococcus pneumoniae,Levofloxacin,11,10,90.9
Washington,2025-02,Streptococcus pneumoniae,Penicillin,11,11,100.0
Washington,2025-03,Enterococcus species,Ampicillin,23,18,78.3
Washington,2025-03,Enterococcus species,Linezolid,23,22,95.7
Washington,2025-03,Enterococcus species,Nitrofurantoin,23,18,78.3
Washington,2025-03,Enterococcus species,Vancomycin,23,19,82.6
Washington,2025-03,Escherichia coli,Amoxicillin-Clavulanate,92,59,64.1
Washington,2025-03,Escherichia coli,Ampicillin,92,32,34.8
Washington,2025-03,Escherichia coli,Ceftriaxone,92,79,85.9
Washington,2025-03,Escherichia coli,Ciprofloxacin,92,63,68.5
Washington,2025-03,Escherichia coli,Fosfomycin,92,86,93.5
Washington,2025-03,Escherichia coli,Nitrofurantoin,92,89,96.7
Washington,2025-03,Escherichia coli,TMP-SMX,92,72,78.3
Washington,2025-03,Haemophilus influenzae,Amoxicillin,11,9,81.8
Washington,2025-03,Haemophilus influenzae,Amoxicillin-Clavulanate,11,11,100.0
Washington,2025-03,Haemophilus influenzae,Azithromycin,11,9,81.8
Washington,2025-03,Haemophilus influenzae,Ceftriaxone,11,11,100.0
Washington,2025-03,Haemophilus influenzae,Doxycycline,11,10,90.9
Washington,2025-03,Klebsiella pneumoniae,Amoxicillin-Clavulanate,28,21,75.0
Washington,2025-03,Klebsiella pneumoniae,Ceftriaxone,28,23,82.1
Washington,2025-03,Klebsiella pneumoniae,Ciprofloxacin,28,24,85.7
Washington,2025-03,Klebsiella pneumoniae,Ertapenem,28,27,96.4
Washington,2025-03,Klebsiella pneumoniae,Nitrofurantoin,28,12,42.9
Washington,2025-03,MRSA,Clindamycin,15,12,80.0
Washington,2025-03,MRSA,Doxycycline,15,14,93.3
Washington,2025-03,MRSA,Linezolid,15,15,100.0
Washington,2025-03,MRSA,TMP-SMX,15,14,93.3
Washington,2025-03,MRSA,Vancomycin,15,15,100.0
Washington,2025-03,Pseudomonas aeruginosa,Cefepime,32,22,68.8
Washington,2025-03,Pseudomonas aeruginosa,Ceftazidime,32,24,75.0
Washington,2025-03,Pseudomonas aeruginosa,Ciprofloxacin,32,24,75.0
Washington,2025-03,Pseudomonas aeruginosa,Meropenem,32,24,75.0
Washington,2025-03,Pseudomonas aeruginosa,Piperacillin-Tazobactam,32,27,84.4
Washington,2025-03,Staphylococcus aureus,Cephalexin,29,29,100.0
Washington,2025-03,Staphylococcus aureus,Clindamycin,29,25,86.2
Washington,2025-03,Staphylococcus aureus,Doxycycline,29,29,100.0
Washington,2025-03,Staphylococcus aureus,Oxacillin,29,28,96.6
Washington,2025-03,Staphylococcus aureus,TMP-SMX,29,26,89.7
Washington,2025-03,Staphylococcus aureus,Vancomycin,29,29,100.0
Washington,2025-03,Streptococcus pneumoniae,Amoxicillin,13,12,92.3
Washington,2025-03,Streptococcus pneumoniae,Azithromycin,13,8,61.5
Washington,2025-03,Streptococcus pneumoniae,Ceftriaxone,13,12,92.3
Washington,2025-03,Streptococcus pneumoniae,Doxycycline,13,10,76.9
Washington,2025-03,Streptococcus pneumoniae,Levofloxacin,13,10,76.9
Washington,2025-03,Streptococcus pneumoniae,Penicillin,13,12,92.3
Washington,2025-04,Enterococcus species,Ampicillin,23,16,69.6
Washington,2025-04,Enterococcus species,Linezolid,23,23,100.0
Washington,2025-04,Enterococcus species,Nitrofurantoin,23,19,82.6
Washington,2025-04,Enterococcus species,Vancomycin,23,16,69.6
Washington,2025-04,Escherichia coli,Amoxicillin-Clavulanate,104,56,53.8
Washington,2025-04,Escherichia coli,Ampicillin,104,41,39.4
Washington,2025-04,Escherichia coli,Ceftriaxone,104,89,85.6
Washington,2025-04,Escherichia coli,Ciprofloxacin,104,71,68.3
Washington,2025-04,Escherichia coli,Fosfomycin,104,99,95.2
Washington,2025-04,Escherichia coli,Nitrofurantoin,104,93,89.4
Washington,2025-04,Escherichia coli,TMP-SMX,104,69,66.3
Washington,2025-04,Haemophilus influenzae,Amoxicillin,5,2,40.0
Washington,2025-04,Haemophilus influenzae,Amoxicillin-Clavulanate,5,5,100.0
Washington,2025-04,Haemophilus influenzae,Azithromycin,5,5,100.0
Washington,2025-04,Haemophilus influenzae,Ceftriaxone,5,4,80.0
Washington,2025-04,Haemophilus influenzae,Doxycycline,5,4,80.0
Washington,2025-04,Klebsiella pneumoniae,Amoxicillin-Clavulanate,36,23,63.9
Washington,2025-04,Klebsiella pneumoniae,Ceftriaxone,36,26,72.2
Washington,2025-04,Klebsiella pneumoniae,Ciprofloxacin,36,32,88.9
Washington,2025-04,Klebsiella pneumoniae,Ertapenem,36,34,94.4
Washington,2025-04,Klebsiella pneumoniae,Nitrofurantoin,36,13,36.1
Washington,2025-04,MRSA,Clindamycin,13,11,84.6
Washington,2025-04,MRSA,Doxycycline,13,11,84.6
Washington,2025-04,MRSA,Linezolid,13,13,100.0
Washington,2025-04,MRSA,TMP-SMX,13,11,84.6
Washington,2025-04,MRSA,Vancomycin,13,13,100.0
Washington,2025-04,Pseudomonas aeruginosa,Cefepime,27,20,74.1
Washington,2025-04,Pseudomonas aeruginosa,Ceftazidime,27,21,77.8
Washington,2025-04,Pseudomonas aeruginosa,Ciprofloxacin,27,21,77.8
Washington,2025-04,Pseudomonas aeruginosa,Meropenem,27,22,81.5
Washington,2025-04,Pseudomonas aeruginosa,Piperacillin-Tazobactam,27,19,70.4
Washington,2025-04,Staphylococcus aureus,Cephalexin,24,23,95.8
Washington,2025-04,Staphylococcus aureus,Clindamycin,24,22,91.7
Washington,2025-04,Staphylococcus aureus,Doxycycline,24,24,100.0
Washington,2025-04,Staphylococcus aureus,Oxacillin,24,24,100.0
Washington,2025-04,Staphylococcus aureus,TMP-SMX,24,20,83.3
Washington,2025-04,Staphylococcus aureus,Vancomycin,24,24,100.0
Washington,2025-04,Streptococcus pneumoniae,Amoxicillin,6,5,83.3
Washington,2025-04,Streptococcus pneumoniae,Azithromycin,6,3,50.0
Washington,2025-04,Streptococcus pneumoniae,Ceftriaxone,6,6,100.0
Washington,2025-04,Streptococcus pneumoniae,Doxycycline,6,5,83.3
Washington,2025-04,Streptococcus pneumoniae,Levofloxacin,6,5,83.3
Washington,2025-04,Streptococcus pneumoniae,Penicillin,6,5,83.3
Washington,2025-05,Enterococcus species,Ampicillin,22,16,72.7
Washington,2025-05,Enterococcus species,Linezolid,22,21,95.5
Washington,2025-05,Enterococcus species,Nitrofurantoin,22,16,72.7
Washington,2025-05,Enterococcus species,Vancomycin,22,20,90.9
Washington,2025-05,Escherichia coli,Amoxicillin-Clavulanate,109,70,64.2
Washington,2025-05,Escherichia coli,Ampicillin,109,44,40.4
Washington,2025-05,Escherichia coli,Ceftriaxone,109,97,89.0
Washington,2025-05,Escherichia coli,Ciprofloxacin,109,83,76.1
Washington,2025-05,Escherichia coli,Fosfomycin,109,101,92.7
Washington,2025-05,Escherichia coli,Nitrofurantoin,109,101,92.7
Washington,2025-05,Escherichia coli,TMP-SMX,109,87,79.8
Washington,2025-05,Haemophilus influenzae,Amoxicillin,4,2,50.0
Washington,2025-05,Haemophilus influenzae,Amoxicillin-Clavulanate,4,4,100.0
Washington,2025-05,Haemophilus influenzae,Azithromycin,4,4,100.0
Washington,2025-05,Haemophilus influenzae,Ceftriaxone,4,4,100.0
Washington,2025-05,Haemophilus influenzae,Doxycycline,4,4,100.0
Washington,2025-05,Klebsiella pneumoniae,Amoxicillin-Clavulanate,29,22,75.9
Washington,2025-05,Klebsiella pneumoniae,Ceftriaxone,29,27,93.1
Washington,2025-05,Klebsiella pneumoniae,Ciprofloxacin,29,24,82.8
Washington,2025-05,Klebsiella pneumoniae,Ertapenem,29,27,93.1
Washington,2025-05,Klebsiella pneumoniae,Nitrofurantoin,29,15,51.7
Washington,2025-05,MRSA,Clindamycin,14,9,64.3
Washington,2025-05,MRSA,Doxycycline,14,14,100.0
Washington,2025-05,MRSA,Linezolid,14,14,100.0
Washington,2025-05,MRSA,TMP-SMX,14,13,92.9
Washington,2025-05,MRSA,Vancomycin,14,14,100.0
Washington,2025-05,Pseudomonas aeruginosa,Cefepime,24,22,91.7
Washington,2025-05,Pseudomonas aeruginosa,Ceftazidime,24,21,87.5
Washington,2025-05,Pseudomonas aeruginosa,Ciprofloxacin,24,19,79.2
Washington,2025-05,Pseudomonas aeruginosa,Meropenem,24,22,91.7
Washington,2025-05,Pseudomonas aeruginosa,Piperacillin-Tazobactam,24,19,79.2
Washington,2025-05,Staphylococcus aureus,Cephalexin,36,36,100.0
Washington,2025-05,Staphylococcus aureus,Clindamycin,36,25,69.4
Washington,2025-05,Staphylococcus aureus,Doxycycline,36,32,88.9
Washington,2025-05,Staphylococcus aureus,Oxacillin,36,34,94.4
Washington,2025-05,Staphylococcus aureus,TMP-SMX,36,34,94.4
Washington,2025-05,Staphylococcus aureus,Vancomycin,36,36,100.0
Washington,2025-05,Streptococcus pneumoniae,Amoxicillin,12,8,66.7
Washington,2025-05,Streptococcus pneumoniae,Azithromycin,12,9,75.0
Washington,2025-05,Streptococcus pneumoniae,Ceftriaxone,12,10,83.3
Washington,2025-05,Streptococcus pneumoniae,Doxycycline,12,9,75.0
Washington,2025-05,Streptococcus pneumoniae,Levofloxacin,12,9,75.0
Washington,2025-05,Streptococcus pneumoniae,Penicillin,12,9,75.0
Washington,2025-06,Enterococcus species,Ampicillin,22,18,81.8
Washington,2025-06,Enterococcus species,Linezolid,22,20,90.9
Washington,2025-06,Enterococcus species,Nitrofurantoin,22,18,81.8
Washington,2025-06,Enterococcus species,Vancomycin,22,17,77.3
Washington,2025-06,Escherichia coli,Amoxicillin-Clavulanate,112,72,64.3
Washington,2025-06,Escherichia coli,Ampicillin,112,45,40.2
Washington,2025-06,Escherichia coli,Ceftriaxone,112,95,84.8
Washington,2025-06,Escherichia coli,Ciprofloxacin,112,82,73.2
Washington,2025-06,Escherichia coli,Fosfomycin,112,109,97.3
Washington,2025-06,Escherichia coli,Nitrofurantoin,112,106,94.6
Washington,2025-06,Escherichia coli,TMP-SMX,112,84,75.0
Washington,2025-06,Haemophilus influenzae,Amoxicillin,2,2,100.0
Washington,2025-06,Haemophilus influenzae,Amoxicillin-Clavulanate,2,2,100.0
Washington,2025-06,Haemophilus influenzae,Azithromycin,2,2,100.0
Washington,2025-06,Haemophilus influenzae,Ceftriaxone,2,2,100.0
Washington,2025-06,Haemophilus influenzae,Doxycycline,2,2,100.0
Washington,2025-06,Klebsiella pneumoniae,Amoxicillin-Clavulanate,21,19,90.5
Washington,2025-06,Klebsiella pneumoniae,Ceftriaxone,21,18,85.7
Washington,2025-06,Klebsiella pneumoniae,Ciprofloxacin,21,19,90.5
Washington,2025-06,Klebsiella pneumoniae,Ertapenem,21,20,95.2
Washington,2025-06,Klebsiella pneumoniae,Nitrofurantoin,21,5,23.8
Washington,2025-06,MRSA,Clindamycin,16,9,56.2
Washington,2025-06,MRSA,Doxycycline,16,15,93.8
Washington,2025-06,MRSA,Linezolid,16,16,100.0
Washington,2025-06,MRSA,TMP-SMX,16,13,81.2
Washington,2025-06,MRSA,Vancomycin,16,15,93.8
Washington,2025-06,Pseudomonas aeruginosa,Cefepime,27,24,88.9
Washington,2025-06,Pseudomonas aeruginosa,Ceftazidime,27,22,81.5
Washington,2025-06,Pseudomonas aeruginosa,Ciprofloxacin,27,16,59.3
Washington,2025-06,Pseudomonas aeruginosa,Meropenem,27,23,85.2
Washington,2025-06,Pseudomonas aeruginosa,Piperacillin-Tazobactam,27,21,77.8
Washington,2025-06,Staphylococcus aureus,Cephalexin,37,35,94.6
Washington,2025-06,Staphylococcus aureus,Clindamycin,37,34,91.9
Washington,2025-06,Staphylococcus aureus,Doxycycline,37,35,94.6
Washington,2025-06,Staphylococcus aureus,Oxacillin,37,34,91.9
Washington,2025-06,Staphylococcus aureus,TMP-SMX,37,32,86.5
Washington,2025-06,Staphylococcus aureus,Vancomycin,37,37,100.0
Washington,2025-06,Streptococcus pneumoniae,Amoxicillin,4,3,75.0
Washington,2025-06,Streptococcus pneumoniae,Azithromycin,4,2,50.0
Washington,2025-06,Streptococcus pneumoniae,Ceftriaxone,4,4,100.0
Washington,2025-06,Streptococcus pneumoniae,Doxycycline,4,2,50.0
Washington,2025-06,Streptococcus pneumoniae,Levofloxacin,4,4,100.0
Washington,2025-06,Streptococcus pneumoniae,Penicillin,4,4,100.0
Washington,2025-07,Enterococcus species,Ampicillin,32,22,68.8
Washington,2025-07,Enterococcus species,Linezolid,32,31,96.9
Washington,2025-07,Enterococcus species,Nitrofurantoin,32,24,75.0
Washington,2025-07,Enterococcus species,Vancomycin,32,26,81.2
Washington,2025-07,Escherichia coli,Amoxicillin-Clavulanate,91,57,62.6
Washington,2025-07,Escherichia coli,Ampicillin,91,47,51.6
Washington,2025-07,Escherichia coli,Ceftriaxone,91,77,84.6
Washington,2025-07,Escherichia coli,Ciprofloxacin,91,63,69.2
Washington,2025-07,Escherichia coli,Fosfomycin,91,84,92.3
Washington,2025-07,Escherichia coli,Nitrofurantoin,91,86,94.5
Washington,2025-07,Escherichia coli,TMP-SMX,91,62,68.1
Washington,2025-07,Haemophilus influenzae,Amoxicillin,8,5,62.5
Washington,2025-07,Haemophilus influenzae,Amoxicillin-Clavulanate,8,6,75.0
Washington,2025-07,Haemophilus influenzae,Azithromycin,8,7,87.5
Washington,2025-07,Haemophilus influenzae,Ceftriaxone,8,6,75.0
Washington,2025-07,Haemophilus influenzae,Doxycycline,8,8,100.0
Washington,2025-07,Klebsiella pneumoniae,Amoxicillin-Clavulanate,25,18,72.0
Washington,2025-07,Klebsiella pneumoniae,Ceftriaxone,25,22,88.0
Washington,2025-07,Klebsiella pneumoniae,Ciprofloxacin,25,20,80.0
Washington,2025-07,Klebsiella pneumoniae,Ertapenem,25,24,96.0
Washington,2025-07,Klebsiella pneumoniae,Nitrofurantoin,25,3,12.0
Washington,2025-07,MRSA,Clindamycin,9,7,77.8
Washington,2025-07,MRSA,Doxycycline,9,9,100.0
Washington,2025-07,MRSA,Linezolid,9,9,100.0
Washington,2025-07,MRSA,TMP-SMX,9,7,77.8
Washington,2025-07,MRSA,Vancomycin,9,8,88.9
Washington,2025-07,Pseudomonas aeruginosa,Cefepime,26,22,84.6
Washington,2025-07,Pseudomonas aeruginosa,Ceftazidime,26,25,96.2
Washington,2025-07,Pseudomonas aeruginosa,Ciprofloxacin,26,22,84.6
Washington,2025-07,Pseudomonas aeruginosa,Meropenem,26,22,84.6
Washington,2025-07,Pseudomonas aeruginosa,Piperacillin-Tazobactam,26,21,80.8
Washington,2025-07,Staphylococcus aureus,Cephalexin,31,28,90.3
Washington,2025-07,Staphylococcus aureus,Clindamycin,31,22,71.0
Washington,2025-07,Staphylococcus aureus,Doxycycline,31,29,93.5
Washington,2025-07,Staphylococcus aureus,Oxacillin,31,30,96.8
Washington,2025-07,Staphylococcus aureus,TMP-SMX,31,28,90.3
Washington,2025-07,Staphylococcus aureus,Vancomycin,31,29,93.5
Washington,2025-07,Streptococcus pneumoniae,Amoxicillin,4,3,75.0
Washington,2025-07,Streptococcus pneumoniae,Azithromycin,4,3,75.0
Washington,2025-07,Streptococcus pneumoniae,Ceftriaxone,4,4,100.0
Washington,2025-07,Streptococcus pneumoniae,Doxycycline,4,3,75.0
Washington,2025-07,Streptococcus pneumoniae,Levofloxacin,4,4,100.0
Washington,2025-07,Streptococcus pneumoniae,Penicillin,4,3,75.0
Washington,2025-08,Enterococcus species,Ampicillin,26,18,69.2
Washington,2025-08,Enterococcus species,Linezolid,26,25,96.2
Washington,2025-08,Enterococcus species,Nitrofurantoin,26,22,84.6
Washington,2025-08,Enterococcus species,Vancomycin,26,19,73.1
Washington,2025-08,Escherichia coli,Amoxicillin-Clavulanate,118,74,62.7
Washington,2025-08,Escherichia coli,Ampicillin,118,51,43.2
Washington,2025-08,Escherichia coli,Ceftriaxone,118,99,83.9
Washington,2025-08,Escherichia coli,Ciprofloxacin,118,79,66.9
Washington,2025-08,Escherichia coli,Fosfomycin,118,109,92.4
Washington,2025-08,Escherichia coli,Nitrofurantoin,118,111,94.1
Washington,2025-08,Escherichia coli,TMP-SMX,118,83,70.3
Washington,2025-08,Haemophilus influenzae,Amoxicillin,7,4,57.1
Washington,2025-08,Haemophilus influenzae,Amoxicillin-Clavulanate,7,7,100.0
Washington,2025-08,Haemophilus influenzae,Azithromycin,7,6,85.7
Washington,2025-08,Haemophilus influenzae,Ceftriaxone,7,7,100.0
Washington,2025-08,Haemophilus influenzae,Doxycycline,7,7,100.0
Washington,2025-08,Klebsiella pneumoniae,Amoxicillin-Clavulanate,37,31,83.8
Washington,2025-08,Klebsiella pneumoniae,Ceftriaxone,37,33,89.2
Washington,2025-08,Klebsiella pneumoniae,Ciprofloxacin,37,35,94.6
Washington,2025-08,Klebsiella pneumoniae,Ertapenem,37,35,94.6
Washington,2025-08,Klebsiella pneumoniae,Nitrofurantoin,37,16,43.2
Washington,2025-08,MRSA,Clindamycin,16,9,56.2
Washington,2025-08,MRSA,Doxycycline,16,16,100.0
Washington,2025-08,MRSA,Linezolid,16,15,93.8
Washington,2025-08,MRSA,TMP-SMX,16,13,81.2
Washington,2025-08,MRSA,Vancomycin,16,16,100.0
