patient_zip,county,organism,drug,n_tested,n_susceptible,pct_susceptible,window_start,window_end
84119,Salt Lake,Escherichia coli,Ciprofloxacin,42,29,69.0,2026-03-31,2026-04-30
84119,Salt Lake,Escherichia coli,Fosfomycin,42,40,95.2,2026-03-31,2026-04-30
84119,Salt Lake,Escherichia coli,Nitrofurantoin,42,38,90.5,2026-03-31,2026-04-30
84119,Salt Lake,Escherichia coli,TMP-SMX,42,30,71.4,2026-03-31,2026-04-30
84119,Salt Lake,Haemophilus influenzae,Amoxicillin,3,2,66.7,2026-03-31,2026-04-30
84119,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,3,3,100.0,2026-03-31,2026-04-30
84119,Salt Lake,Haemophilus influenzae,Azithromycin,3,1,33.3,2026-03-31,2026-04-30
84119,Salt Lake,Haemophilus influenzae,Ceftriaxone,3,3,100.0,2026-03-31,2026-04-30
84119,Salt Lake,Haemophilus influenzae,Doxycycline,3,2,66.7,2026-03-31,2026-04-30
84119,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,8,7,87.5,2026-03-31,2026-04-30
84119,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,8,8,100.0,2026-03-31,2026-04-30
84119,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,8,8,100.0,2026-03-31,2026-04-30
84119,Salt Lake,Klebsiella pneumoniae,Ertapenem,8,7,87.5,2026-03-31,2026-04-30
84119,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,8,1,12.5,2026-03-31,2026-04-30
84119,Salt Lake,MRSA,Clindamycin,9,6,66.7,2026-03-31,2026-04-30
84119,Salt Lake,MRSA,Doxycycline,9,6,66.7,2026-03-31,2026-04-30
84119,Salt Lake,MRSA,Linezolid,9,8,88.9,2026-03-31,2026-04-30
84119,Salt Lake,MRSA,TMP-SMX,9,6,66.7,2026-03-31,2026-04-30
84119,Salt Lake,MRSA,Vancomycin,9,8,88.9,2026-03-31,2026-04-30
84119,Salt Lake,Pseudomonas aeruginosa,Cefepime,7,6,85.7,2026-03-31,2026-04-30
84119,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,7,7,100.0,2026-03-31,2026-04-30
84119,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,7,5,71.4,2026-03-31,2026-04-30
84119,Salt Lake,Pseudomonas aeruginosa,Meropenem,7,5,71.4,2026-03-31,2026-04-30
84119,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,7,6,85.7,2026-03-31,2026-04-30
84119,Salt Lake,Staphylococcus aureus,Cephalexin,14,12,85.7,2026-03-31,2026-04-30
84119,Salt Lake,Staphylococcus aureus,Clindamycin,14,10,71.4,2026-03-31,2026-04-30
84119,Salt Lake,Staphylococcus aureus,Doxycycline,14,14,100.0,2026-03-31,2026-04-30
84119,Salt Lake,Staphylococcus aureus,Oxacillin,14,14,100.0,2026-03-31,2026-04-30
84119,Salt Lake,Staphylococcus aureus,TMP-SMX,14,13,92.9,2026-03-31,2026-04-30
84119,Salt Lake,Staphylococcus aureus,Vancomycin,14,13,92.9,2026-03-31,2026-04-30
84119,Salt Lake,Streptococcus pneumoniae,Amoxicillin,3,3,100.0,2026-03-31,2026-04-30
84119,Salt Lake,Streptococcus pneumoniae,Azithromycin,3,2,66.7,2026-03-31,2026-04-30
84119,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,3,3,100.0,2026-03-31,2026-04-30
84119,Salt Lake,Streptococcus pneumoniae,Doxycycline,3,1,33.3,2026-03-31,2026-04-30
84119,Salt Lake,Streptococcus pneumoniae,Levofloxacin,3,3,100.0,2026-03-31,2026-04-30
84119,Salt Lake,Streptococcus pneumoniae,Penicillin,3,0,0.0,2026-03-31,2026-04-30
84120,Salt Lake,Enterococcus species,Ampicillin,14,8,57.1,2026-03-31,2026-04-30
84120,Salt Lake,Enterococcus species,Linezolid,14,14,100.0,2026-03-31,2026-04-30
84120,Salt Lake,Enterococcus species,Nitrofurantoin,14,10,71.4,2026-03-31,2026-04-30
84120,Salt Lake,Enterococcus species,Vancomycin,14,10,71.4,2026-03-31,2026-04-30
84120,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,55,27,49.1,2026-03-31,2026-04-30
84120,Salt Lake,Escherichia coli,Ampicillin,55,15,27.3,2026-03-31,2026-04-30
84120,Salt Lake,Escherichia coli,Ceftriaxone,55,49,89.1,2026-03-31,2026-04-30
84120,Salt Lake,Escherichia coli,Ciprofloxacin,55,33,60.0,2026-03-31,2026-04-30
84120,Salt Lake,Escherichia coli,Fosfomycin,55,51,92.7,2026-03-31,2026-04-30
84120,Salt Lake,Escherichia coli,Nitrofurantoin,55,48,87.3,2026-03-31,2026-04-30
84120,Salt Lake,Escherichia coli,TMP-SMX,55,45,81.8,2026-03-31,2026-04-30
84120,Salt Lake,Haemophilus influenzae,Amoxicillin,6,5,83.3,2026-03-31,2026-04-30
84120,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,6,6,100.0,2026-03-31,2026-04-30
84120,Salt Lake,Haemophilus influenzae,Azithromycin,6,4,66.7,2026-03-31,2026-04-30
84120,Salt Lake,Haemophilus influenzae,Ceftriaxone,6,6,100.0,2026-03-31,2026-04-30
84120,Salt Lake,Haemophilus influenzae,Doxycycline,6,6,100.0,2026-03-31,2026-04-30
84120,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,17,12,70.6,2026-03-31,2026-04-30
84120,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,17,13,76.5,2026-03-31,2026-04-30
84120,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,17,15,88.2,2026-03-31,2026-04-30
84120,Salt Lake,Klebsiella pneumoniae,Ertapenem,17,16,94.1,2026-03-31,2026-04-30
84120,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,17,3,17.6,2026-03-31,2026-04-30
84120,Salt Lake,MRSA,Clindamycin,16,9,56.2,2026-03-31,2026-04-30
84120,Salt Lake,MRSA,Doxycycline,16,14,87.5,2026-03-31,2026-04-30
84120,Salt Lake,MRSA,Linezolid,16,15,93.8,2026-03-31,2026-04-30
84120,Salt Lake,MRSA,TMP-SMX,16,15,93.8,2026-03-31,2026-04-30
84120,Salt Lake,MRSA,Vancomycin,16,14,87.5,2026-03-31,2026-04-30
84120,Salt Lake,Pseudomonas aeruginosa,Cefepime,12,11,91.7,2026-03-31,2026-04-30
84120,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,12,10,83.3,2026-03-31,2026-04-30
84120,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,12,11,91.7,2026-03-31,2026-04-30
84120,Salt Lake,Pseudomonas aeruginosa,Meropenem,12,9,75.0,2026-03-31,2026-04-30
84120,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,12,11,91.7,2026-03-31,2026-04-30
84120,Salt Lake,Staphylococcus aureus,Cephalexin,17,17,100.0,2026-03-31,2026-04-30
84120,Salt Lake,Staphylococcus aureus,Clindamycin,17,11,64.7,2026-03-31,2026-04-30
84120,Salt Lake,Staphylococcus aureus,Doxycycline,17,14,82.4,2026-03-31,2026-04-30
84120,Salt Lake,Staphylococcus aureus,Oxacillin,17,16,94.1,2026-03-31,2026-04-30
84120,Salt Lake,Staphylococcus aureus,TMP-SMX,17,16,94.1,2026-03-31,2026-04-30
84120,Salt Lake,Staphylococcus aureus,Vancomycin,17,13,76.5,2026-03-31,2026-04-30
84120,Salt Lake,Streptococcus pneumoniae,Amoxicillin,9,6,66.7,2026-03-31,2026-04-30
84120,Salt Lake,Streptococcus pneumoniae,Azithromycin,9,6,66.7,2026-03-31,2026-04-30
84120,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,9,7,77.8,2026-03-31,2026-04-30
84120,Salt Lake,Streptococcus pneumoniae,Doxycycline,9,7,77.8,2026-03-31,2026-04-30
84120,Salt Lake,Streptococcus pneumoniae,Levofloxacin,9,9,100.0,2026-03-31,2026-04-30
84120,Salt Lake,Streptococcus pneumoniae,Penicillin,9,8,88.9,2026-03-31,2026-04-30
84121,Salt Lake,Enterococcus species,Ampicillin,10,7,70.0,2026-03-31,2026-04-30
84121,Salt Lake,Enterococcus species,Linezolid,10,10,100.0,2026-03-31,2026-04-30
84121,Salt Lake,Enterococcus species,Nitrofurantoin,10,6,60.0,2026-03-31,2026-04-30
84121,Salt Lake,Enterococcus species,Vancomycin,10,8,80.0,2026-03-31,2026-04-30
84121,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,33,23,69.7,2026-03-31,2026-04-30
84121,Salt Lake,Escherichia coli,Ampicillin,33,14,42.4,2026-03-31,2026-04-30
84121,Salt Lake,Escherichia coli,Ceftriaxone,33,30,90.9,2026-03-31,2026-04-30
84121,Salt Lake,Escherichia coli,Ciprofloxacin,33,20,60.6,2026-03-31,2026-04-30
84121,Salt Lake,Escherichia coli,Fosfomycin,33,30,90.9,2026-03-31,2026-04-30
84121,Salt Lake,Escherichia coli,Nitrofurantoin,33,31,93.9,2026-03-31,2026-04-30
84121,Salt Lake,Escherichia coli,TMP-SMX,33,29,87.9,2026-03-31,2026-04-30
84121,Salt Lake,Haemophilus influenzae,Amoxicillin,2,1,50.0,2026-03-31,2026-04-30
84121,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,2,2,100.0,2026-03-31,2026-04-30
84121,Salt Lake,Haemophilus influenzae,Azithromycin,2,2,100.0,2026-03-31,2026-04-30
84121,Salt Lake,Haemophilus influenzae,Ceftriaxone,2,2,100.0,2026-03-31,2026-04-30
84121,Salt Lake,Haemophilus influenzae,Doxycycline,2,1,50.0,2026-03-31,2026-04-30
84121,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,18,14,77.8,2026-03-31,2026-04-30
84121,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,18,12,66.7,2026-03-31,2026-04-30
84121,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,18,16,88.9,2026-03-31,2026-04-30
84121,Salt Lake,Klebsiella pneumoniae,Ertapenem,18,15,83.3,2026-03-31,2026-04-30
84121,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,18,6,33.3,2026-03-31,2026-04-30
84121,Salt Lake,MRSA,Clindamycin,7,5,71.4,2026-03-31,2026-04-30
84121,Salt Lake,MRSA,Doxycycline,7,6,85.7,2026-03-31,2026-04-30
84121,Salt Lake,MRSA,Linezolid,7,7,100.0,2026-03-31,2026-04-30
84121,Salt Lake,MRSA,TMP-SMX,7,5,71.4,2026-03-31,2026-04-30
84121,Salt Lake,MRSA,Vancomycin,7,7,100.0,2026-03-31,2026-04-30
84121,Salt Lake,Pseudomonas aeruginosa,Cefepime,5,5,100.0,2026-03-31,2026-04-30
84121,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,5,3,60.0,2026-03-31,2026-04-30
84121,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,5,5,100.0,2026-03-31,2026-04-30
84121,Salt Lake,Pseudomonas aeruginosa,Meropenem,5,5,100.0,2026-03-31,2026-04-30
84121,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,5,4,80.0,2026-03-31,2026-04-30
84121,Salt Lake,Staphylococcus aureus,Cephalexin,10,9,90.0,2026-03-31,2026-04-30
84121,Salt Lake,Staphylococcus aureus,Clindamycin,10,7,70.0,2026-03-31,2026-04-30
84121,Salt Lake,Staphylococcus aureus,Doxycycline,10,8,80.0,2026-03-31,2026-04-30
84121,Salt Lake,Staphylococcus aureus,Oxacillin,10,9,90.0,2026-03-31,2026-04-30
84121,Salt Lake,Staphylococcus aureus,TMP-SMX,10,9,90.0,2026-03-31,2026-04-30
84121,Salt Lake,Staphylococcus aureus,Vancomycin,10,10,100.0,2026-03-31,2026-04-30
84121,Salt Lake,Streptococcus pneumoniae,Amoxicillin,1,0,0.0,2026-03-31,2026-04-30
84121,Salt Lake,Streptococcus pneumoniae,Azithromycin,1,1,100.0,2026-03-31,2026-04-30
84121,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,1,1,100.0,2026-03-31,2026-04-30
84121,Salt Lake,Streptococcus pneumoniae,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84121,Salt Lake,Streptococcus pneumoniae,Levofloxacin,1,1,100.0,2026-03-31,2026-04-30
84121,Salt Lake,Streptococcus pneumoniae,Penicillin,1,1,100.0,2026-03-31,2026-04-30
84123,Salt Lake,Enterococcus species,Ampicillin,9,5,55.6,2026-03-31,2026-04-30
84123,Salt Lake,Enterococcus species,Linezolid,9,9,100.0,2026-03-31,2026-04-30
84123,Salt Lake,Enterococcus species,Nitrofurantoin,9,8,88.9,2026-03-31,2026-04-30
84123,Salt Lake,Enterococcus species,Vancomycin,9,5,55.6,2026-03-31,2026-04-30
84123,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,28,19,67.9,2026-03-31,2026-04-30
84123,Salt Lake,Escherichia coli,Ampicillin,28,12,42.9,2026-03-31,2026-04-30
84123,Salt Lake,Escherichia coli,Ceftriaxone,28,25,89.3,2026-03-31,2026-04-30
84123,Salt Lake,Escherichia coli,Ciprofloxacin,28,16,57.1,2026-03-31,2026-04-30
84123,Salt Lake,Escherichia coli,Fosfomycin,28,22,78.6,2026-03-31,2026-04-30
84123,Salt Lake,Escherichia coli,Nitrofurantoin,28,23,82.1,2026-03-31,2026-04-30
84123,Salt Lake,Escherichia coli,TMP-SMX,28,20,71.4,2026-03-31,2026-04-30
84123,Salt Lake,Haemophilus influenzae,Amoxicillin,2,1,50.0,2026-03-31,2026-04-30
84123,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,2,1,50.0,2026-03-31,2026-04-30
84123,Salt Lake,Haemophilus influenzae,Azithromycin,2,1,50.0,2026-03-31,2026-04-30
84123,Salt Lake,Haemophilus influenzae,Ceftriaxone,2,1,50.0,2026-03-31,2026-04-30
84123,Salt Lake,Haemophilus influenzae,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84123,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,10,7,70.0,2026-03-31,2026-04-30
84123,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,10,10,100.0,2026-03-31,2026-04-30
84123,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,10,5,50.0,2026-03-31,2026-04-30
84123,Salt Lake,Klebsiella pneumoniae,Ertapenem,10,10,100.0,2026-03-31,2026-04-30
84123,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,10,4,40.0,2026-03-31,2026-04-30
84123,Salt Lake,MRSA,Clindamycin,7,5,71.4,2026-03-31,2026-04-30
84123,Salt Lake,MRSA,Doxycycline,7,7,100.0,2026-03-31,2026-04-30
84123,Salt Lake,MRSA,Linezolid,7,7,100.0,2026-03-31,2026-04-30
84123,Salt Lake,MRSA,TMP-SMX,7,5,71.4,2026-03-31,2026-04-30
84123,Salt Lake,MRSA,Vancomycin,7,6,85.7,2026-03-31,2026-04-30
84123,Salt Lake,Pseudomonas aeruginosa,Cefepime,11,9,81.8,2026-03-31,2026-04-30
84123,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,11,9,81.8,2026-03-31,2026-04-30
84123,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,11,8,72.7,2026-03-31,2026-04-30
84123,Salt Lake,Pseudomonas aeruginosa,Meropenem,11,9,81.8,2026-03-31,2026-04-30
84123,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,11,8,72.7,2026-03-31,2026-04-30
84123,Salt Lake,Staphylococcus aureus,Cephalexin,5,4,80.0,2026-03-31,2026-04-30
84123,Salt Lake,Staphylococcus aureus,Clindamycin,5,5,100.0,2026-03-31,2026-04-30
84123,Salt Lake,Staphylococcus aureus,Doxycycline,5,5,100.0,2026-03-31,2026-04-30
84123,Salt Lake,Staphylococcus aureus,Oxacillin,5,4,80.0,2026-03-31,2026-04-30
84123,Salt Lake,Staphylococcus aureus,TMP-SMX,5,4,80.0,2026-03-31,2026-04-30
84123,Salt Lake,Staphylococcus aureus,Vancomycin,5,5,100.0,2026-03-31,2026-04-30
84123,Salt Lake,Streptococcus pneumoniae,Amoxicillin,2,2,100.0,2026-03-31,2026-04-30
84123,Salt Lake,Streptococcus pneumoniae,Azithromycin,2,0,0.0,2026-03-31,2026-04-30
84123,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,2,1,50.0,2026-03-31,2026-04-30
84123,Salt Lake,Streptococcus pneumoniae,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84123,Salt Lake,Streptococcus pneumoniae,Levofloxacin,2,2,100.0,2026-03-31,2026-04-30
84123,Salt Lake,Streptococcus pneumoniae,Penicillin,2,1,50.0,2026-03-31,2026-04-30
84124,Salt Lake,Enterococcus species,Ampicillin,4,1,25.0,2026-03-31,2026-04-30
84124,Salt Lake,Enterococcus species,Linezolid,4,4,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Enterococcus species,Nitrofurantoin,4,3,75.0,2026-03-31,2026-04-30
84124,Salt Lake,Enterococcus species,Vancomycin,4,3,75.0,2026-03-31,2026-04-30
84124,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,18,12,66.7,2026-03-31,2026-04-30
84124,Salt Lake,Escherichia coli,Ampicillin,18,6,33.3,2026-03-31,2026-04-30
84124,Salt Lake,Escherichia coli,Ceftriaxone,18,17,94.4,2026-03-31,2026-04-30
84124,Salt Lake,Escherichia coli,Ciprofloxacin,18,14,77.8,2026-03-31,2026-04-30
84124,Salt Lake,Escherichia coli,Fosfomycin,18,17,94.4,2026-03-31,2026-04-30
84124,Salt Lake,Escherichia coli,Nitrofurantoin,18,11,61.1,2026-03-31,2026-04-30
84124,Salt Lake,Escherichia coli,TMP-SMX,18,14,77.8,2026-03-31,2026-04-30
84124,Salt Lake,Haemophilus influenzae,Amoxicillin,2,1,50.0,2026-03-31,2026-04-30
84124,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,2,2,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Haemophilus influenzae,Azithromycin,2,1,50.0,2026-03-31,2026-04-30
84124,Salt Lake,Haemophilus influenzae,Ceftriaxone,2,2,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Haemophilus influenzae,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,11,8,72.7,2026-03-31,2026-04-30
84124,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,11,9,81.8,2026-03-31,2026-04-30
84124,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,11,11,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Klebsiella pneumoniae,Ertapenem,11,10,90.9,2026-03-31,2026-04-30
84124,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,11,5,45.5,2026-03-31,2026-04-30
84124,Salt Lake,MRSA,Clindamycin,5,5,100.0,2026-03-31,2026-04-30
84124,Salt Lake,MRSA,Doxycycline,5,4,80.0,2026-03-31,2026-04-30
84124,Salt Lake,MRSA,Linezolid,5,5,100.0,2026-03-31,2026-04-30
84124,Salt Lake,MRSA,TMP-SMX,5,4,80.0,2026-03-31,2026-04-30
84124,Salt Lake,MRSA,Vancomycin,5,5,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Pseudomonas aeruginosa,Cefepime,6,6,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,6,6,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,6,5,83.3,2026-03-31,2026-04-30
84124,Salt Lake,Pseudomonas aeruginosa,Meropenem,6,5,83.3,2026-03-31,2026-04-30
84124,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,6,5,83.3,2026-03-31,2026-04-30
84124,Salt Lake,Staphylococcus aureus,Cephalexin,5,5,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Staphylococcus aureus,Clindamycin,5,4,80.0,2026-03-31,2026-04-30
84124,Salt Lake,Staphylococcus aureus,Doxycycline,5,4,80.0,2026-03-31,2026-04-30
84124,Salt Lake,Staphylococcus aureus,Oxacillin,5,5,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Staphylococcus aureus,TMP-SMX,5,4,80.0,2026-03-31,2026-04-30
84124,Salt Lake,Staphylococcus aureus,Vancomycin,5,5,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Streptococcus pneumoniae,Amoxicillin,2,2,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Streptococcus pneumoniae,Azithromycin,2,0,0.0,2026-03-31,2026-04-30
84124,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,2,2,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Streptococcus pneumoniae,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84124,Salt Lake,Streptococcus pneumoniae,Levofloxacin,2,1,50.0,2026-03-31,2026-04-30
84124,Salt Lake,Streptococcus pneumoniae,Penicillin,2,2,100.0,2026-03-31,2026-04-30
84128,Salt Lake,Enterococcus species,Ampicillin,5,5,100.0,2026-03-31,2026-04-30
84128,Salt Lake,Enterococcus species,Linezolid,5,4,80.0,2026-03-31,2026-04-30
84128,Salt Lake,Enterococcus species,Nitrofurantoin,5,4,80.0,2026-03-31,2026-04-30
84128,Salt Lake,Enterococcus species,Vancomycin,5,2,40.0,2026-03-31,2026-04-30
84128,Salt Lake,Escherichia coli,Amoxicillin-Clavulanate,30,22,73.3,2026-03-31,2026-04-30
84128,Salt Lake,Escherichia coli,Ampicillin,30,11,36.7,2026-03-31,2026-04-30
84128,Salt Lake,Escherichia coli,Ceftriaxone,30,25,83.3,2026-03-31,2026-04-30
84128,Salt Lake,Escherichia coli,Ciprofloxacin,30,19,63.3,2026-03-31,2026-04-30
84128,Salt Lake,Escherichia coli,Fosfomycin,30,29,96.7,2026-03-31,2026-04-30
84128,Salt Lake,Escherichia coli,Nitrofurantoin,30,26,86.7,2026-03-31,2026-04-30
84128,Salt Lake,Escherichia coli,TMP-SMX,30,17,56.7,2026-03-31,2026-04-30
84128,Salt Lake,Haemophilus influenzae,Amoxicillin,3,2,66.7,2026-03-31,2026-04-30
84128,Salt Lake,Haemophilus influenzae,Amoxicillin-Clavulanate,3,1,33.3,2026-03-31,2026-04-30
84128,Salt Lake,Haemophilus influenzae,Azithromycin,3,2,66.7,2026-03-31,2026-04-30
84128,Salt Lake,Haemophilus influenzae,Ceftriaxone,3,3,100.0,2026-03-31,2026-04-30
84128,Salt Lake,Haemophilus influenzae,Doxycycline,3,3,100.0,2026-03-31,2026-04-30
84128,Salt Lake,Klebsiella pneumoniae,Amoxicillin-Clavulanate,10,8,80.0,2026-03-31,2026-04-30
84128,Salt Lake,Klebsiella pneumoniae,Ceftriaxone,10,8,80.0,2026-03-31,2026-04-30
84128,Salt Lake,Klebsiella pneumoniae,Ciprofloxacin,10,10,100.0,2026-03-31,2026-04-30
84128,Salt Lake,Klebsiella pneumoniae,Ertapenem,10,10,100.0,2026-03-31,2026-04-30
84128,Salt Lake,Klebsiella pneumoniae,Nitrofurantoin,10,2,20.0,2026-03-31,2026-04-30
84128,Salt Lake,MRSA,Clindamycin,5,3,60.0,2026-03-31,2026-04-30
84128,Salt Lake,MRSA,Doxycycline,5,4,80.0,2026-03-31,2026-04-30
84128,Salt Lake,MRSA,Linezolid,5,5,100.0,2026-03-31,2026-04-30
84128,Salt Lake,MRSA,TMP-SMX,5,5,100.0,2026-03-31,2026-04-30
84128,Salt Lake,MRSA,Vancomycin,5,5,100.0,2026-03-31,2026-04-30
84128,Salt Lake,Pseudomonas aeruginosa,Cefepime,11,8,72.7,2026-03-31,2026-04-30
84128,Salt Lake,Pseudomonas aeruginosa,Ceftazidime,11,9,81.8,2026-03-31,2026-04-30
84128,Salt Lake,Pseudomonas aeruginosa,Ciprofloxacin,11,10,90.9,2026-03-31,2026-04-30
84128,Salt Lake,Pseudomonas aeruginosa,Meropenem,11,7,63.6,2026-03-31,2026-04-30
84128,Salt Lake,Pseudomonas aeruginosa,Piperacillin-Tazobactam,11,6,54.5,2026-03-31,2026-04-30
84128,Salt Lake,Staphylococcus aureus,Cephalexin,7,7,100.0,2026-03-31,2026-04-30
84128,Salt Lake,Staphylococcus aureus,Clindamycin,7,6,85.7,2026-03-31,2026-04-30
84128,Salt Lake,Staphylococcus aureus,Doxycycline,7,6,85.7,2026-03-31,2026-04-30
84128,Salt Lake,Staphylococcus aureus,Oxacillin,7,7,100.0,2026-03-31,2026-04-30
84128,Salt Lake,Staphylococcus aureus,TMP-SMX,7,5,71.4,2026-03-31,2026-04-30
84128,Salt Lake,Staphylococcus aureus,Vancomycin,7,5,71.4,2026-03-31,2026-04-30
84128,Salt Lake,Streptococcus pneumoniae,Amoxicillin,2,2,100.0,2026-03-31,2026-04-30
84128,Salt Lake,Streptococcus pneumoniae,Azithromycin,2,1,50.0,2026-03-31,2026-04-30
84128,Salt Lake,Streptococcus pneumoniae,Ceftriaxone,2,1,50.0,2026-03-31,2026-04-30
84128,Salt Lake,Streptococcus pneumoniae,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84128,Salt Lake,Streptococcus pneumoniae,Levofloxacin,2,2,100.0,2026-03-31,2026-04-30
84128,Salt Lake,Streptococcus pneumoniae,Penicillin,2,2,100.0,2026-03-31,2026-04-30
84601,Utah,Enterococcus species,Ampicillin,7,5,71.4,2026-03-31,2026-04-30
84601,Utah,Enterococcus species,Linezolid,7,7,100.0,2026-03-31,2026-04-30
84601,Utah,Enterococcus species,Nitrofurantoin,7,4,57.1,2026-03-31,2026-04-30
84601,Utah,Enterococcus species,Vancomycin,7,6,85.7,2026-03-31,2026-04-30
84601,Utah,Escherichia coli,Amoxicillin-Clavulanate,41,25,61.0,2026-03-31,2026-04-30
84601,Utah,Escherichia coli,Ampicillin,41,18,43.9,2026-03-31,2026-04-30
84601,Utah,Escherichia coli,Ceftriaxone,41,39,95.1,2026-03-31,2026-04-30
84601,Utah,Escherichia coli,Ciprofloxacin,41,28,68.3,2026-03-31,2026-04-30
84601,Utah,Escherichia coli,Fosfomycin,41,40,97.6,2026-03-31,2026-04-30
84601,Utah,Escherichia coli,Nitrofurantoin,41,38,92.7,2026-03-31,2026-04-30
84601,Utah,Escherichia coli,TMP-SMX,41,34,82.9,2026-03-31,2026-04-30
84601,Utah,Haemophilus influenzae,Amoxicillin,6,4,66.7,2026-03-31,2026-04-30
84601,Utah,Haemophilus influenzae,Amoxicillin-Clavulanate,6,6,100.0,2026-03-31,2026-04-30
84601,Utah,Haemophilus influenzae,Azithromycin,6,4,66.7,2026-03-31,2026-04-30
84601,Utah,Haemophilus influenzae,Ceftriaxone,6,6,100.0,2026-03-31,2026-04-30
84601,Utah,Haemophilus influenzae,Doxycycline,6,2,33.3,2026-03-31,2026-04-30
84601,Utah,Klebsiella pneumoniae,Amoxicillin-Clavulanate,10,5,50.0,2026-03-31,2026-04-30
84601,Utah,Klebsiella pneumoniae,Ceftriaxone,10,9,90.0,2026-03-31,2026-04-30
84601,Utah,Klebsiella pneumoniae,Ciprofloxacin,10,10,100.0,2026-03-31,2026-04-30
84601,Utah,Klebsiella pneumoniae,Ertapenem,10,10,100.0,2026-03-31,2026-04-30
84601,Utah,Klebsiella pneumoniae,Nitrofurantoin,10,4,40.0,2026-03-31,2026-04-30
84601,Utah,MRSA,Clindamycin,14,10,71.4,2026-03-31,2026-04-30
84601,Utah,MRSA,Doxycycline,14,13,92.9,2026-03-31,2026-04-30
84601,Utah,MRSA,Linezolid,14,14,100.0,2026-03-31,2026-04-30
84601,Utah,MRSA,TMP-SMX,14,13,92.9,2026-03-31,2026-04-30
